Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship
2.5762192759708364,3,515.4967609839094,1.0048969774346408,1,0,1.66823413951512,1201.077189092258,1,0,1,0,0,0,1,0,0
1.36624694765388,4,493.2853857186602,0.8486647062127974,2,0,3.1716078392561493,1319.0339046904771,1,0,0,1,0,0,1,0,0
1.8297402932791154,5,309.5520064287734,0.8486647062127974,2,1,2.1012950687911434,3449.044939639607,1,0,0,0,0,1,0,0,1
1.36624694765388,5,377.3205240751194,0.8486647062127974,3,1,3.339884313802648,1468.7125649367554,1,0,0,0,1,0,0,0,1
1.8297402932791154,5,342.0312956666318,1.0048969774346408,2,1,1.3115558579800817,2487.6735296543484,1,0,0,0,0,1,0,0,1
2.5762192759708364,3,598.0735384993326,1.0048969774346408,2,0,1.9143155311334452,1116.03523228166,1,1,0,0,0,0,0,0,1
1.8297402932791154,1,500.67378131245715,0.8486647062127974,2,0,0.6741158043896234,2825.5328618003446,1,0,1,0,0,0,0,0,1
1.8297402932791154,5,223.90357273736186,0.8486647062127974,1,1,3.1904258097239695,803.8666768301662,1,0,0,1,0,0,0,0,1
1.36624694765388,3,427.5137054366056,0.8486647062127974,3,1,1.5092934502800168,2760.8717714188347,1,0,0,0,0,1,0,0,1
1.8297402932791154,5,246.05711510560693,1.190723760477475,2,0,1.80080395058012,2887.877550557361,1,0,0,0,1,0,0,0,1
2.8918889766433695,1,618.3466974897001,1.0048969774346408,1,1,1.66823413951512,994.7065937287092,1,0,0,0,0,1,0,0,1
2.2261663698147203,1,456.5810809580306,0.587310455447968,3,0,1.5092934502800168,2913.2276454542884,1,1,0,0,0,0,0,0,1
1.36624694765388,1,449.28899785782585,1.3018072430826777,2,1,1.3115558579800817,3138.458472774063,1,0,1,0,0,0,0,0,1
2.2261663698147203,3,349.0497034360394,0.8486647062127974,1,1,2.1012950687911434,3489.8222816083317,1,0,0,1,0,0,0,0,1
1.8297402932791154,4,295.7756229186692,1.190723760477475,1,0,1.80080395058012,2618.987748631149,1,0,0,0,0,1,0,0,1
1.8297402932791154,4,481.00617686408447,0.587310455447968,2,0,2.0134294664851207,3325.9471652366674,1,0,0,0,1,0,0,0,1
1.8297402932791154,3,463.88966742283196,0.587310455447968,1,0,1.5092934502800168,3319.4014966324753,1,0,0,0,0,1,0,0,1
2.2261663698147203,1,232.72952247661482,0.587310455447968,1,0,2.0134294664851207,3230.392160541592,1,1,0,0,0,0,0,0,1
1.8297402932791154,2,275.2808702872412,0.587310455447968,2,1,0.6741158043896234,2666.1604667757583,1,0,1,0,0,0,0,0,1
1.36624694765388,2,555.3173239075072,0.8486647062127974,2,0,2.1012950687911434,3492.5394894891397,1,0,0,1,0,0,0,0,1
1.8297402932791154,4,339.69632072502867,0.8486647062127974,2,0,0.6741158043896234,3325.4017299759416,1,0,0,0,0,1,0,0,1
1.8297402932791154,5,577.8971315322391,0.8486647062127974,3,0,1.0513159274615573,3225.4721897796176,1,0,0,0,1,0,0,0,1
2.2261663698147203,4,513.0220273676748,1.11173301037884,2,0,1.3115558579800817,756.4094968457086,1,0,0,0,0,1,0,0,1
1.8297402932791154,1,374.9528318711714,0.587310455447968,1,0,3.3093933005912457,2388.8451678988054,1,1,0,0,0,0,0,0,1
2.2261663698147203,2,337.36361128896675,0.587310455447968,1,0,1.9143155311334452,3151.056503319534,1,0,1,0,0,0,0,0,1
2.2261663698147203,1,669.4381931312823,1.11173301037884,1,1,1.9143155311334452,1231.0860173025387,1,0,0,1,0,0,0,0,1
1.36624694765388,5,259.48743024444093,1.2521977108753761,2,1,1.5092934502800168,2801.2290963106757,1,0,0,0,0,1,0,0,1
2.5762192759708364,5,625.973606557941,1.0048969774346408,2,1,0.0,1013.2126012950996,1,0,0,0,1,0,0,0,1
1.36624694765388,1,439.5922234353505,0.587310455447968,1,1,1.80080395058012,2969.9297879326473,1,0,0,0,0,1,0,0,1
1.8297402932791154,1,318.7848627246577,1.2521977108753761,1,1,3.521607458148273,962.4079501674976,1,1,0,0,0,0,0,0,1
1.8297402932791154,1,302.65274229587783,0.587310455447968,1,0,1.66823413951512,2795.150675492342,1,0,1,0,0,0,0,0,1
1.36624694765388,4,456.5810809580306,0.587310455447968,2,0,3.1716078392561493,1664.9952020346393,1,0,0,1,0,0,0,0,1
1.36624694765388,1,291.2033598953973,0.8486647062127974,1,1,3.532872694613909,1214.0290222687627,1,0,0,0,0,1,0,0,1
1.8297402932791154,4,456.5810809580306,0.587310455447968,2,1,2.6993246912625875,2308.21494818627,1,0,0,0,1,0,0,0,1
0.7939978377853153,3,503.1400212192693,0.587310455447968,1,0,1.3115558579800817,2953.4230933007852,1,0,0,0,0,1,0,0,1
1.36624694765388,1,451.7178468157665,0.8486647062127974,1,1,2.0134294664851207,2573.9752514179954,1,1,0,0,0,0,0,0,1
1.36624694765388,4,515.4967609839094,1.0048969774346408,1,1,1.3115558579800817,2631.7584062346377,1,0,1,0,0,0,0,0,1
1.8297402932791154,3,471.2145708173822,1.11173301037884,1,0,1.9143155311334452,2512.194699312001,1,0,0,1,0,0,0,0,1
2.5762192759708364,1,282.0892992750398,0.8486647062127974,1,1,0.0,2596.210998141798,1,0,0,0,0,1,0,0,1
1.8297402932791154,3,466.32949796891694,1.11173301037884,3,1,0.0,737.4866176070453,1,0,0,0,1,0,0,0,1
1.8297402932791154,5,288.92101510219857,0.587310455447968,1,1,1.3115558579800817,3197.5816369997196,1,0,0,0,0,1,0,0,1
1.8297402932791154,3,595.5461483953404,1.190723760477475,1,0,1.0513159274615573,2962.227526887345,1,1,0,0,0,0,0,0,1
1.36624694765388,3,468.7711346788171,1.0048969774346408,2,0,2.1012950687911434,2485.4434312547073,1,0,1,0,0,0,0,0,1
2.5762192759708364,5,562.8297623688312,1.0048969774346408,3,1,1.5092934502800168,1002.4703083729925,1,0,0,1,0,0,0,0,1
1.36624694765388,1,309.5520064287734,0.8486647062127974,3,0,1.66823413951512,3292.663224221322,1,0,0,0,0,1,0,0,1
2.8918889766433695,1,684.8758500706662,1.0048969774346408,1,0,1.66823413951512,663.2650979505413,1,0,0,0,1,0,0,0,1
1.8297402932791154,3,282.0892992750398,0.8486647062127974,2,1,1.80080395058012,2618.432396301809,1,0,0,0,0,1,0,0,1
1.8297402932791154,1,503.1400212192693,1.0048969774346408,2,1,0.0,3342.307092751747,1,1,0,0,0,0,0,0,1
2.2261663698147203,1,481.00617686408447,0.587310455447968,2,1,3.474529568023285,2316.0632049943383,1,0,1,0,0,0,0,0,1
1.8297402932791154,5,293.4882338631097,0.8486647062127974,3,1,2.1012950687911434,2665.0512474262955,1,0,0,1,0,0,0,0,1
1.36624694765388,2,547.8192316375965,0.8486647062127974,1,1,1.9143155311334452,2442.4844463364257,1,0,0,0,0,1,0,0,1
2.2261663698147203,2,263.9863584285103,0.8486647062127974,2,0,1.5092934502800168,2855.3386990890654,1,0,0,0,1,0,0,0,1
0.7939978377853153,3,332.7050338070261,0.587310455447968,1,0,3.2936175106143066,675.5745625838683,1,0,0,0,0,1,0,0,1
0.7939978377853153,2,374.9528318711714,0.8486647062127974,2,0,1.80080395058012,2540.594414890854,1,1,0,0,0,0,0,0,1
1.36624694765388,5,379.6903178651812,0.587310455447968,2,1,3.4105798966290046,2003.8795578650786,1,0,1,0,0,0,0,0,1
1.36624694765388,1,517.9731757680186,1.0048969774346408,3,1,2.1012950687911434,3057.3008790043336,1,0,0,1,0,0,0,0,1
1.8297402932791154,5,344.36852504603746,0.587310455447968,1,0,3.324810443263291,1256.9317140317619,1,0,0,0,0,1,0,0,1
1.36624694765388,5,444.4368718697953,0.587310455447968,2,0,1.0513159274615573,1251.0612376188003,1,0,0,0,1,0,0,0,1
2.5762192759708364,5,585.4517961143283,1.0048969774346408,2,0,1.66823413951512,1222.265672847405,1,0,0,0,0,1,0,0,1
1.36624694765388,1,298.06551314668997,0.8486647062127974,1,0,1.66823413951512,3367.9255238791397,1,1,0,0,0,0,0,0,1
1.36624694765388,1,471.2145708173822,0.8486647062127974,1,0,0.6741158043896234,2561.73942305912,1,0,1,0,0,0,0,0,1
1.36624694765388,3,585.4517961143283,0.8486647062127974,2,0,2.0134294664851207,3137.9106459267264,1,0,0,1,0,0,0,0,1
2.2261663698147203,3,330.37918850535215,0.8486647062127974,1,0,2.66108841731092,824.4865225155152,1,0,0,0,0,1,0,0,1
2.2261663698147203,4,575.382001952465,0.587310455447968,1,1,1.80080395058012,3118.1840655289616,1,0,0,0,1,0,0,0,1
1.8297402932791154,5,525.4124497926072,0.587310455447968,2,0,1.66823413951512,3413.675164497373,1,0,0,0,0,1,0,0,1
2.2261663698147203,4,273.0166392407221,0.8486647062127974,2,0,3.532872694613909,1070.3624925634883,1,1,0,0,0,0,0,0,1
1.8297402932791154,5,463.88966742283196,0.587310455447968,1,1,0.6741158043896234,2640.0845782120696,1,0,1,0,0,0,0,0,1
2.5762192759708364,4,631.0655350673499,1.11173301037884,3,0,0.0,1231.0860173025387,1,0,0,1,0,0,0,0,1
2.5762192759708364,5,178.40318034367854,0.8486647062127974,3,0,1.9143155311334452,3475.1465988000814,1,0,0,0,0,1,0,0,1
1.36624694765388,5,270.7550566403726,0.587310455447968,2,0,1.80080395058012,905.3855028025177,1,0,0,0,1,0,0,0,1
1.8297402932791154,4,241.60297214115948,1.11173301037884,2,1,2.4842816346650785,1234.6128201987,1,0,0,0,0,1,0,0,1
2.2261663698147203,1,560.3240307285561,1.3018072430826777,1,1,3.1716078392561493,1321.3730082365855,1,1,0,0,0,0,0,0,1
2.2261663698147203,2,298.06551314668997,1.190723760477475,2,0,0.6741158043896234,2911.0239515640437,1,0,1,0,0,0,0,0,1
1.8297402932791154,3,461.4516498313638,1.3777692611366446,1,1,1.66823413951512,3276.8308257555514,1,0,0,1,0,0,0,0,1
2.5762192759708364,1,437.17272165394905,1.0048969774346408,2,0,1.3115558579800817,2421.2629594238924,1,0,0,0,0,1,0,0,1
1.8297402932791154,3,367.8624600616061,0.8486647062127974,3,0,2.921742110248383,1263.9735603244565,1,0,0,0,1,0,0,0,1
1.8297402932791154,5,403.5018219390462,0.8486647062127974,1,0,3.208742089750616,1998.2122596984395,1,0,0,0,0,1,0,0,1
1.8297402932791154,4,535.3546739075211,0.587310455447968,2,0,0.6741158043896234,2869.129743071534,1,1,0,0,0,0,0,0,1
1.8297402932791154,3,550.316993110848,0.8486647062127974,2,0,1.9143155311334452,2982.580235768504,1,0,1,0,0,0,0,0,1
1.8297402932791154,1,493.2853857186602,0.8486647062127974,3,0,2.1012950687911434,2612.322934107288,1,0,0,1,0,0,0,0,1
2.8918889766433695,3,648.9328867779359,1.0048969774346408,1,1,2.1012950687911434,681.7229477299215,1,0,0,0,0,1,0,0,1
1.36624694765388,3,562.8297623688312,0.587310455447968,2,1,2.921742110248383,1804.7756746870593,1,0,0,0,1,0,0,0,1
1.8297402932791154,1,413.0830011964886,1.3018072430826777,2,0,2.0134294664851207,3038.084591582306,1,0,0,0,0,1,0,0,1
1.36624694765388,5,302.65274229587783,0.8486647062127974,2,1,1.66823413951512,3253.890907575951,1,1,0,0,0,0,0,0,1
1.8297402932791154,2,513.0220273676748,1.0048969774346408,2,1,3.510147297259335,2401.704442615122,1,0,1,0,0,0,0,0,1
1.36624694765388,3,570.3564097244545,1.0048969774346408,2,1,3.3093933005912457,1584.9733496500137,1,0,0,1,0,0,0,0,1
2.2261663698147203,5,307.2498132937279,0.8486647062127974,1,1,3.4622202335423653,794.7570652310563,1,0,0,0,0,1,0,0,1
2.5762192759708364,1,643.8207390108317,1.0048969774346408,1,1,0.6741158043896234,828.1212620569917,1,0,0,0,1,0,0,0,1
2.2261663698147203,1,493.2853857186602,0.587310455447968,1,1,3.260923181908786,1579.781728605554,1,0,0,0,0,1,0,0,1
2.5762192759708364,3,485.9126053199332,1.0048969774346408,1,1,2.7702173558835748,1526.058758666594,1,1,0,0,0,0,0,0,1
1.36624694765388,2,323.4155654761124,0.8486647062127974,2,1,1.5092934502800168,3006.220240249982,1,0,1,0,0,0,0,0,1
2.5762192759708364,1,277.5477341974082,1.11173301037884,1,1,2.0134294664851207,2436.9011970133442,1,0,0,1,0,0,0,0,1
1.36624694765388,5,485.9126053199332,0.8486647062127974,3,1,3.339884313802648,2089.311118721257,1,0,0,0,0,1,0,0,1
1.8297402932791154,5,508.0776268774864,1.3018072430826777,3,0,0.0,2758.105950253569,1,0,0,0,1,0,0,0,1
2.2261663698147203,1,351.3936308941268,0.8486647062127974,2,1,0.0,2413.999762936468,1,0,0,0,0,1,0,0,1
2.5762192759708364,1,525.4124497926072,1.0048969774346408,1,1,2.1012950687911434,998.2904117966377,1,1,0,0,0,0,0,1,0
1.8297402932791154,2,374.9528318711714,1.3777692611366446,1,0,0.0,2942.9652570641874,1,0,1,0,0,0,0,1,0
1.36624694765388,3,351.3936308941268,0.587310455447968,1,1,3.1904258097239695,940.8302261723563,1,0,0,1,0,0,0,1,0
2.5762192759708364,2,623.4298347721586,1.0048969774346408,1,1,1.3115558579800817,1020.9655855519441,1,0,0,0,0,1,0,1,0
1.36624694765388,5,212.9399663865179,1.190723760477475,3,1,2.864939423265724,1158.0244503794243,1,0,0,0,1,0,0,1,0
1.8297402932791154,4,449.28899785782585,0.8486647062127974,3,1,0.6741158043896234,2820.0106674222397,1,0,0,0,0,1,0,1,0
1.8297402932791154,1,413.0830011964886,1.3018072430826777,3,1,1.3115558579800817,3216.7241771817216,1,1,0,0,0,0,0,1,0
1.8297402932791154,3,527.8955321268404,1.0048969774346408,2,0,3.339884313802648,1448.9792439117316,1,0,1,0,0,0,0,1,0
2.2261663698147203,5,495.74645746702106,0.587310455447968,1,0,2.1012950687911434,2923.6934770726652,1,0,0,1,0,0,0,1,0
2.8918889766433695,1,575.382001952465,1.0048969774346408,1,1,2.0134294664851207,891.5399211797065,1,0,0,0,0,1,0,1,0
2.8918889766433695,2,598.0735384993326,1.0048969774346408,1,0,2.0134294664851207,976.1746086474865,1,0,0,0,1,0,0,1,0
2.2261663698147203,3,481.00617686408447,1.11173301037884,2,0,1.0513159274615573,1179.2707385776816,1,0,0,0,0,1,0,1,0
1.36624694765388,2,307.2498132937279,0.8486647062127974,1,1,0.6741158043896234,2509.409114638201,1,1,0,0,0,0,0,1,0
2.2261663698147203,3,349.0497034360394,0.8486647062127974,2,0,2.1012950687911434,2903.8610771667245,1,0,1,0,0,0,0,1,0
1.36624694765388,5,391.5704852043533,0.8486647062127974,1,1,2.9992054002908173,2027.1028932370969,1,0,0,1,0,0,0,1,0
1.36624694765388,3,284.3639702621785,1.3777692611366446,1,1,1.5092934502800168,2421.2629594238924,1,0,0,0,0,1,0,1,0
1.8297402932791154,5,288.92101510219857,0.8486647062127974,2,1,2.974319643431926,1102.4077373023986,1,0,0,0,1,0,0,1,0
1.36624694765388,3,270.7550566403726,0.587310455447968,1,0,3.324810443263291,724.0353123829631,1,0,0,0,0,1,0,1,0
1.36624694765388,4,206.39957755913133,1.11173301037884,2,1,0.0,2460.3443919323167,1,1,0,0,0,0,0,1,0
2.2261663698147203,5,488.36845340520193,0.8486647062127974,2,1,1.5092934502800168,3290.4797869701724,1,0,1,0,0,0,0,1,0
1.8297402932791154,5,557.819882879885,0.8486647062127974,1,0,1.3115558579800817,3234.2184138658504,1,0,0,1,0,0,0,1,0
2.2261663698147203,4,575.382001952465,0.8486647062127974,1,1,3.324810443263291,2062.1831289463807,1,0,0,0,0,1,0,1,0
1.8297402932791154,2,535.3546739075211,1.11173301037884,1,1,1.80080395058012,704.4360213438904,1,0,0,0,1,0,1,0,0
2.2261663698147203,4,537.8443344146077,0.8486647062127974,2,0,0.6741158043896234,2493.80552363091,1,0,0,0,0,1,1,0,0
1.8297402932791154,3,476.1068147139578,1.11173301037884,2,0,0.6741158043896234,1145.617238204598,1,1,0,0,0,0,1,0,0
1.8297402932791154,5,473.65979970441015,1.11173301037884,2,0,1.66823413951512,1097.6647701123652,1,0,1,0,0,0,1,0,0
2.5762192759708364,3,268.496138272839,1.190723760477475,2,0,1.9143155311334452,1078.6773767374527,1,0,0,1,0,0,1,0,0
1.36624694765388,5,567.8459568631765,0.587310455447968,2,1,1.66823413951512,3342.307092751747,1,0,0,0,0,1,1,0,0
2.2261663698147203,1,316.47306139646395,0.8486647062127974,1,1,0.0,3414.2195234868746,1,0,0,0,1,0,1,0,0
1.8297402932791154,1,555.3173239075072,1.190723760477475,1,0,1.9143155311334452,720.3635204860561,1,0,0,0,0,1,1,0,0
1.36624694765388,4,498.20925803789635,0.8486647062127974,3,1,0.6741158043896234,2569.5263677373423,1,1,0,0,0,0,1,0,0
1.8297402932791154,4,318.7848627246577,1.0048969774346408,1,1,2.1012950687911434,3134.623533358627,1,0,1,0,0,0,1,0,0
1.8297402932791154,5,293.4882338631097,0.8486647062127974,1,1,2.5326327362342225,1215.7943723852009,1,0,0,1,0,0,1,0,0
1.36624694765388,1,389.1903224918855,0.587310455447968,2,0,1.80080395058012,3153.7947026520665,1,0,0,0,0,1,1,0,0
1.8297402932791154,1,498.20925803789635,0.587310455447968,2,0,1.66823413951512,3013.3644549629594,1,0,0,0,1,0,1,0,0
1.8297402932791154,2,268.496138272839,1.11173301037884,1,1,3.383186156409441,1247.53795572882,1,0,0,0,0,1,1,0,0
1.36624694765388,5,493.2853857186602,0.8486647062127974,1,1,1.0513159274615573,2628.9825745061985,1,1,0,0,0,0,1,0,0
2.2261663698147203,3,298.06551314668997,0.8486647062127974,2,0,1.5092934502800168,3233.125233473829,1,0,1,0,0,0,1,0,0
1.8297402932791154,3,580.4138102871253,0.587310455447968,1,1,0.6741158043896234,2410.646962958277,1,0,0,1,0,0,1,0,0
1.36624694765388,1,257.24207728290423,0.587310455447968,1,1,0.0,3311.7636528918015,1,0,0,0,0,1,1,0,0
1.36624694765388,4,307.2498132937279,1.2521977108753761,2,0,2.0134294664851207,3129.692377070989,1,0,0,0,1,0,1,0,0
1.36624694765388,3,488.36845340520193,0.587310455447968,2,1,3.1716078392561493,1342.4109754608842,1,0,0,0,0,1,1,0,0
1.36624694765388,4,454.1485435425046,0.8486647062127974,1,1,2.6207277911069857,2274.5566717431043,1,1,0,0,0,0,1,0,0
1.36624694765388,3,513.0220273676748,0.8486647062127974,1,1,2.9485208050451686,1483.2096068104072,1,0,1,0,0,0,1,0,0
1.36624694765388,3,277.5477341974082,1.190723760477475,2,0,0.6741158043896234,858.3646061269886,1,0,0,1,0,0,0,0,1
2.2261663698147203,1,351.3936308941268,0.8486647062127974,1,0,1.80080395058012,2983.680083305642,1,0,0,0,0,1,0,0,1
2.2261663698147203,3,513.0220273676748,1.11173301037884,1,1,1.0513159274615573,931.228196484974,1,0,0,0,1,0,0,0,1
0.7939978377853153,2,321.0990348264725,0.8486647062127974,2,0,2.1012950687911434,2675.5874282621926,1,0,0,0,0,1,0,0,1
0.7939978377853153,5,603.1328489215464,0.587310455447968,3,1,2.0134294664851207,2580.647490471363,1,1,0,0,0,0,0,0,1
2.2261663698147203,3,389.1903224918855,0.8486647062127974,1,0,1.80080395058012,2645.634259524084,1,0,1,0,0,0,0,0,1
2.5762192759708364,2,520.4512659649936,1.11173301037884,2,1,1.9143155311334452,3329.219635219258,1,0,0,1,0,0,0,0,1
0.7939978377853153,1,530.3802672801593,0.8486647062127974,2,0,1.0513159274615573,2475.4061192636927,1,0,0,0,0,1,0,0,1
1.8297402932791154,1,316.47306139646395,1.11173301037884,1,0,1.0513159274615573,2763.637383702894,1,0,0,0,1,0,0,0,1
0.7939978377853153,2,257.24207728290423,1.3777692611366446,2,1,0.0,3304.124480789225,1,0,0,0,0,1,0,0,1
2.2261663698147203,5,585.4517961143283,1.0048969774346408,1,1,1.66823413951512,2707.7312230602897,1,1,0,0,0,0,0,0,1
1.36624694765388,3,434.7551114122615,0.587310455447968,2,0,2.0134294664851207,3467.5351466550196,1,0,1,0,0,0,0,0,1
2.2261663698147203,2,309.5520064287734,1.0048969774346408,3,0,3.4622202335423653,815.3943779313233,1,0,0,1,0,0,0,0,1
2.2261663698147203,5,570.3564097244545,0.8486647062127974,1,1,1.0513159274615573,3415.852561196796,1,0,0,0,0,1,0,0,1
1.36624694765388,2,321.0990348264725,0.587310455447968,1,0,1.3115558579800817,2678.9139929139506,1,0,0,0,1,0,0,0,1
2.2261663698147203,3,434.7551114122615,0.8486647062127974,2,0,1.9143155311334452,3453.396247546774,1,0,0,0,0,1,0,0,1
1.8297402932791154,3,263.9863584285103,0.8486647062127974,2,0,1.9143155311334452,2440.2512621891337,1,1,0,0,0,0,0,0,1
1.36624694765388,4,284.3639702621785,0.8486647062127974,3,0,2.4842816346650785,1092.327085227158,1,0,1,0,0,0,0,0,1
1.36624694765388,4,288.92101510219857,0.8486647062127974,1,1,3.13235600922814,978.5673119063274,1,0,0,1,0,0,0,0,1
1.8297402932791154,2,342.0312956666318,0.8486647062127974,1,0,1.66823413951512,2594.543816610582,1,0,0,0,0,1,0,0,1
0.7939978377853153,3,295.7756229186692,1.0048969774346408,1,0,0.6741158043896234,753.3598536330719,1,0,0,0,1,0,0,0,1
2.2261663698147203,4,625.973606557941,1.0048969774346408,2,1,1.3115558579800817,1012.0194385224665,1,0,0,0,0,1,0,0,1
1.36624694765388,5,500.67378131245715,0.8486647062127974,3,1,0.0,3493.6263280059784,1,1,0,0,0,0,0,0,1
1.36624694765388,5,513.0220273676748,0.8486647062127974,2,1,2.1012950687911434,2182.363654296251,1,0,1,0,0,0,0,0,1
1.8297402932791154,3,508.0776268774864,0.587310455447968,2,0,1.3115558579800817,3013.3644549629594,1,0,0,1,0,0,0,0,1
1.8297402932791154,5,608.1981693938247,0.8486647062127974,2,1,1.5092934502800168,3299.7586418211185,1,0,0,0,0,1,0,0,1
2.2261663698147203,1,525.4124497926072,0.8486647062127974,2,0,3.0232383261031566,2204.313772057337,1,0,0,0,1,0,0,0,1
1.36624694765388,5,542.8285426973548,0.587310455447968,1,1,0.6741158043896234,1974.9636237231973,1,0,0,0,0,1,0,0,1
1.36624694765388,2,587.9730936641025,0.8486647062127974,3,0,1.80080395058012,3317.7649274808373,1,1,0,0,0,0,0,0,1
2.2261663698147203,5,565.3370727516473,0.8486647062127974,2,0,2.1012950687911434,1574.0117520169813,1,0,1,0,0,0,0,0,1
2.5762192759708364,3,605.6647601541405,1.0048969774346408,1,1,1.3115558579800817,822.0626924359109,1,0,0,1,0,0,0,0,1
1.8297402932791154,2,449.28899785782585,1.190723760477475,2,1,1.5092934502800168,827.5155557197265,1,0,0,0,0,1,0,0,1
1.8297402932791154,4,427.5137054366056,0.8486647062127974,2,0,2.66108841731092,1631.0653232086981,1,0,0,0,1,0,0,0,1
1.8297402932791154,1,410.6847310351752,0.8486647062127974,2,1,1.80080395058012,2583.427206081483,1,0,0,0,0,1,0,0,1
1.8297402932791154,5,325.73444258548545,0.587310455447968,1,0,2.0134294664851207,1231.0860173025387,1,1,0,0,0,0,0,0,1
2.5762192759708364,4,300.3578907998703,1.190723760477475,1,0,1.80080395058012,2944.0662137094364,1,0,1,0,0,0,0,0,1
1.36624694765388,5,365.503269966152,0.8486647062127974,1,1,2.1012950687911434,3142.8408281264074,1,0,0,1,0,0,0,0,1
1.8297402932791154,5,377.3205240751194,0.8486647062127974,1,0,1.80080395058012,3043.5758920560634,1,0,0,0,0,1,0,0,1
1.36624694765388,4,365.503269966152,1.0048969774346408,1,0,1.0513159274615573,3047.419357899389,1,0,0,0,1,0,0,0,1
2.5762192759708364,2,672.0076720378598,1.0048969774346408,1,1,2.1012950687911434,915.6089376749876,1,0,0,0,0,1,0,0,1
1.36624694765388,2,321.0990348264725,1.2521977108753761,1,0,2.4842816346650785,693.393418491518,1,1,0,0,0,0,0,0,1
1.8297402932791154,5,351.3936308941268,0.587310455447968,1,0,1.0513159274615573,2514.980051146321,1,0,1,0,0,0,0,0,1
2.2261663698147203,2,270.7550566403726,1.3018072430826777,1,1,0.6741158043896234,2843.75034090364,1,0,0,1,0,0,0,0,1
2.2261663698147203,3,508.0776268774864,0.587310455447968,1,0,0.6741158043896234,3316.673847565645,1,0,0,0,0,1,0,0,1
1.8297402932791154,3,437.17272165394905,0.8486647062127974,2,0,2.2515884765468974,2359.752730139603,1,0,0,0,1,0,0,0,1
1.8297402932791154,2,427.5137054366056,0.8486647062127974,2,1,2.0134294664851207,2578.4235554574625,1,0,0,0,0,1,0,0,1
1.8297402932791154,3,295.7756229186692,0.587310455447968,1,1,3.3093933005912457,1073.3326508221205,1,1,0,0,0,0,0,0,1
0.7939978377853153,3,422.6956987589912,1.0048969774346408,1,0,3.521607458148273,1352.3369166577936,1,0,1,0,0,0,0,0,1
1.8297402932791154,4,302.65274229587783,1.3777692611366446,1,1,1.80080395058012,3131.884074353656,1,0,0,1,0,0,0,0,1
2.2261663698147203,3,473.65979970441015,0.8486647062127974,3,1,1.66823413951512,2792.3874275890544,1,0,0,0,0,1,0,0,1
2.2261663698147203,5,547.8192316375965,0.8486647062127974,1,1,1.66823413951512,2484.3283254907037,1,0,0,0,1,0,0,0,1
1.36624694765388,3,266.23990013305365,1.190723760477475,2,0,1.5092934502800168,1174.5518517082537,1,0,0,0,0,1,0,0,1
